Sector,year,month,avg_daily_return,avg_volatility,avg_pe_ratio,avg_market_cap,extreme_moves,num_tickers
Financials,2024,2,0.0011,0.0171,35.29,5.542872245862E12,1,10
Financials,2024,3,0.0011,0.0132,35.29,5.542872245862E12,0,10
Financials,2024,4,0.0,0.0126,35.29,5.542872245862E12,4,10
Financials,2024,5,-7.0E-4,0.0157,35.29,5.542872245862E12,1,10
Financials,2024,6,0.0036,0.0233,35.29,5.542872245862E12,11,10
Financials,2024,7,9.0E-4,0.0126,35.29,5.542872245862E12,1,10
Financials,2024,8,0.0011,0.0137,35.29,5.542872245862E12,1,10
Financials,2024,9,0.0013,0.0121,35.29,5.542872245862E12,0,10
Financials,2024,10,-0.0029,0.016,35.29,5.542872245862E12,3,10
Financials,2024,11,-0.0021,0.0172,35.29,5.542872245862E12,1,10
Financials,2024,12,-8.0E-4,0.0121,35.29,5.542872245862E12,0,10
Financials,2025,1,0.0011,0.0156,35.29,5.542872245862E12,4,10
Financials,2025,2,-1.0E-4,0.0148,35.29,5.542872245862E12,2,10
Financials,2025,3,0.0019,0.0168,35.29,5.542872245862E12,3,10
Financials,2025,4,0.0042,0.02,35.29,5.542872245862E12,5,10
Financials,2025,5,9.0E-4,0.0176,35.29,5.542872245862E12,0,10
Financials,2025,6,0.0013,0.0117,35.29,5.542872245862E12,1,10
Financials,2025,7,-0.0024,0.0113,35.29,5.542872245862E12,2,10
Financials,2025,8,-1.0E-4,0.0115,35.29,5.542872245862E12,1,10
Financials,2025,9,0.0014,0.0102,35.29,5.542872245862E12,0,10
Financials,2025,10,0.0019,0.0113,35.29,5.542872245862E12,0,10
Financials,2025,11,0.0013,0.0119,35.29,5.542872245862E12,2,10
Financials,2025,12,0.0,0.0104,35.29,5.542872245862E12,1,10
Financials,2026,1,-4.0E-4,0.0104,35.29,5.542872245862E12,0,10
Healthcare,2002,6,0.0,0.0,59.85,1.000813101056E12,0,1
Healthcare,2002,7,-0.0111,0.0058,59.85,1.000813101056E12,4,1
Healthcare,2002,8,-0.001,0.0339,59.85,1.000813101056E12,1,1
Healthcare,2002,9,0.0023,0.0207,59.85,1.000813101056E12,1,1
Healthcare,2002,10,4.0E-4,0.0153,59.85,1.000813101056E12,0,1
Healthcare,2002,11,0.0026,0.0074,59.85,1.000813101056E12,0,1
Healthcare,2002,12,9.0E-4,0.021,59.85,1.000813101056E12,1,1
Healthcare,2003,1,-0.0022,0.0126,59.85,1.000813101056E12,0,1
Healthcare,2003,2,0.0063,0.0129,59.85,1.000813101056E12,1,1
Healthcare,2003,3,-0.0081,0.0345,59.85,1.000813101056E12,1,1
Healthcare,2003,4,0.0012,0.0165,59.85,1.000813101056E12,0,1
Healthcare,2003,5,0.0102,0.0159,59.85,1.000813101056E12,2,1
Healthcare,2003,6,0.005,0.0217,59.85,1.000813101056E12,1,1
Healthcare,2003,7,0.004,0.0339,59.85,1.000813101056E12,2,1
Healthcare,2003,8,0.005,0.0257,59.85,1.000813101056E12,1,1
Healthcare,2003,9,0.0029,0.0269,59.85,1.000813101056E12,1,1
Healthcare,2003,10,-0.002,0.0157,59.85,1.000813101056E12,0,1
Healthcare,2003,11,0.003,0.0238,59.85,1.000813101056E12,2,1
Healthcare,2003,12,0.0057,0.0271,59.85,1.000813101056E12,4,1
Healthcare,2004,1,-0.0041,0.033,59.85,1.000813101056E12,2,1
Healthcare,2004,2,-0.0024,0.0319,59.85,1.000813101056E12,1,1
Healthcare,2004,3,0.0031,0.0159,59.85,1.000813101056E12,0,1
Healthcare,2004,4,0.0108,0.0253,59.85,1.000813101056E12,3,1
Healthcare,2004,5,0.0,0.0441,59.85,1.000813101056E12,5,1
Healthcare,2004,6,0.0048,0.0328,59.85,1.000813101056E12,0,1
Healthcare,2004,7,-6.0E-4,0.0196,59.85,1.000813101056E12,0,1
Healthcare,2004,8,0.002,0.0181,59.85,1.000813101056E12,1,1
Healthcare,2004,9,-0.0021,0.0236,59.85,1.000813101056E12,0,1
Healthcare,2004,10,0.001,0.0106,59.85,1.000813101056E12,0,1
Healthcare,2004,11,0.0089,0.021,59.85,1.000813101056E12,2,1
Healthcare,2004,12,-0.0013,0.0235,59.85,1.000813101056E12,0,1
Healthcare,2005,1,0.0037,0.0159,59.85,1.000813101056E12,1,1
Healthcare,2005,2,0.0089,0.0389,59.85,1.000813101056E12,4,1
Healthcare,2005,3,0.004,0.0302,59.85,1.000813101056E12,0,1
Healthcare,2005,4,-0.0012,0.0271,59.85,1.000813101056E12,2,1
Healthcare,2005,5,-0.0016,0.0165,59.85,1.000813101056E12,0,1
Healthcare,2005,6,0.0037,0.0119,59.85,1.000813101056E12,0,1
Healthcare,2005,7,0.0067,0.0179,59.85,1.000813101056E12,1,1
Healthcare,2005,8,-0.0018,0.0183,59.85,1.000813101056E12,0,1
Healthcare,2005,9,0.0105,0.0328,59.85,1.000813101056E12,5,1
Healthcare,2005,10,-0.003,0.0444,59.85,1.000813101056E12,1,1
Healthcare,2005,11,0.0015,0.0228,59.85,1.000813101056E12,0,1
Healthcare,2005,12,0.0059,0.0137,59.85,1.000813101056E12,0,1
Healthcare,2006,1,0.0031,0.027,59.85,1.000813101056E12,3,1
Healthcare,2006,2,4.0E-4,0.0366,59.85,1.000813101056E12,0,1
Healthcare,2006,3,-0.0016,0.0153,59.85,1.000813101056E12,0,1
Healthcare,2006,4,-0.0042,0.0184,59.85,1.000813101056E12,1,1
Healthcare,2006,5,-0.0046,0.0244,59.85,1.000813101056E12,2,1
Healthcare,2006,6,-0.0016,0.0308,59.85,1.000813101056E12,4,1
Healthcare,2006,7,6.0E-4,0.031,59.85,1.000813101056E12,2,1
Healthcare,2006,8,0.0046,0.0141,59.85,1.000813101056E12,0,1
Healthcare,2006,9,0.0041,0.0182,59.85,1.000813101056E12,2,1
Healthcare,2006,10,-0.0017,0.0262,59.85,1.000813101056E12,0,1
Healthcare,2006,11,-0.0011,0.0312,59.85,1.000813101056E12,3,1
Healthcare,2006,12,-0.0014,0.0227,59.85,1.000813101056E12,1,1
Healthcare,2007,1,0.0036,0.0143,59.85,1.000813101056E12,0,1
Healthcare,2007,2,0.0042,0.0213,59.85,1.000813101056E12,1,1
Healthcare,2007,3,5.0E-4,0.0162,59.85,1.000813101056E12,0,1
Healthcare,2007,4,5.0E-4,0.0146,59.85,1.000813101056E12,1,1
Healthcare,2007,5,-4.0E-4,0.0148,59.85,1.000813101056E12,1,1
Healthcare,2007,6,0.0024,0.0159,59.85,1.000813101056E12,0,1
Healthcare,2007,7,-0.0036,0.0108,59.85,1.000813101056E12,0,1
Healthcare,2007,8,0.001,0.017,59.85,1.000813101056E12,0,1
Healthcare,2007,9,1.0E-4,0.013,59.85,1.000813101056E12,0,1
Healthcare,2007,10,-2.0E-4,0.0157,59.85,1.000813101056E12,1,1
Healthcare,2007,11,4.0E-4,0.0198,59.85,1.000813101056E12,0,1
Healthcare,2007,12,0.0102,0.0136,59.85,1.000813101056E12,1,1
Healthcare,2008,1,-0.0069,0.0384,59.85,1.000813101056E12,4,1
Healthcare,2008,2,5.0E-4,0.0313,59.85,1.000813101056E12,0,1
Healthcare,2008,3,0.0022,0.0133,59.85,1.000813101056E12,0,1
Healthcare,2008,4,-0.0021,0.0147,59.85,1.000813101056E12,0,1
Healthcare,2008,5,-5.0E-4,0.0117,59.85,1.000813101056E12,0,1
Healthcare,2008,6,3.0E-4,0.0084,59.85,1.000813101056E12,0,1
Healthcare,2008,7,-5.0E-4,0.0118,59.85,1.000813101056E12,0,1
Healthcare,2008,8,0.001,0.0099,59.85,1.000813101056E12,0,1
Healthcare,2008,9,-0.003,0.0253,59.85,1.000813101056E12,4,1
Healthcare,2008,10,-0.0075,0.043,59.85,1.000813101056E12,3,1
Healthcare,2008,11,-0.0021,0.0367,59.85,1.000813101056E12,2,1
Healthcare,2008,12,0.0106,0.0367,59.85,1.000813101056E12,1,1
Healthcare,2009,1,-0.0054,0.0272,59.85,1.000813101056E12,1,1
Healthcare,2009,2,-0.002,0.021,59.85,1.000813101056E12,1,1
Healthcare,2009,3,0.0011,0.0218,59.85,1.000813101056E12,1,1
Healthcare,2009,4,-0.0018,0.0206,59.85,1.000813101056E12,0,1
Healthcare,2009,5,0.0149,0.0243,59.85,1.000813101056E12,3,1
Healthcare,2009,6,0.006,0.0301,59.85,1.000813101056E12,3,1
Healthcare,2009,7,-0.002,0.0323,59.85,1.000813101056E12,3,1
Healthcare,2009,8,-0.0018,0.0181,59.85,1.000813101056E12,0,1
Healthcare,2009,9,0.0015,0.0218,59.85,1.000813101056E12,3,1
Healthcare,2009,10,-1.0E-4,0.0196,59.85,1.000813101056E12,0,1
Healthcare,2009,11,-2.0E-4,0.0104,59.85,1.000813101056E12,0,1
Healthcare,2009,12,0.0109,0.0131,59.85,1.000813101056E12,1,1
Healthcare,2010,1,0.0043,0.0334,59.85,1.000813101056E12,2,1
Healthcare,2010,2,-0.0019,0.0251,59.85,1.000813101056E12,0,1
Healthcare,2010,3,0.0036,0.0189,59.85,1.000813101056E12,0,1
Healthcare,2010,4,0.0035,0.017,59.85,1.000813101056E12,1,1
Healthcare,2010,5,-0.0023,0.0194,59.85,1.000813101056E12,2,1
Healthcare,2010,6,5.0E-4,0.0249,59.85,1.000813101056E12,1,1
Healthcare,2010,7,0.0029,0.0172,59.85,1.000813101056E12,0,1
Healthcare,2010,8,0.0024,0.0115,59.85,1.000813101056E12,0,1
Healthcare,2010,9,0.0045,0.0125,59.85,1.000813101056E12,0,1
Healthcare,2010,10,0.0074,0.032,59.85,1.000813101056E12,2,1
Healthcare,2010,11,-0.0037,0.0213,59.85,1.000813101056E12,0,1
Healthcare,2010,12,-0.0028,0.0213,59.85,1.000813101056E12,1,1
Healthcare,2011,1,0.0036,0.0174,59.85,1.000813101056E12,1,1
Healthcare,2011,2,-0.0028,0.0224,59.85,1.000813101056E12,1,1
Healthcare,2011,3,0.0017,0.0165,59.85,1.000813101056E12,0,1
Healthcare,2011,4,-2.0E-4,0.0117,59.85,1.000813101056E12,0,1
Healthcare,2011,5,0.002,0.0188,59.85,1.000813101056E12,1,1
Healthcare,2011,6,-0.0012,0.0134,59.85,1.000813101056E12,0,1
Healthcare,2011,7,0.0043,0.0137,59.85,1.000813101056E12,0,1
Healthcare,2011,8,0.0013,0.0153,59.85,1.000813101056E12,0,1
Healthcare,2011,9,-0.0012,0.0159,59.85,1.000813101056E12,0,1
Healthcare,2011,10,6.0E-4,0.0123,59.85,1.000813101056E12,0,1
Healthcare,2011,11,0.0077,0.023,59.85,1.000813101056E12,2,1
Healthcare,2011,12,-0.002,0.0477,59.85,1.000813101056E12,8,1
Healthcare,2012,1,0.003,0.0349,59.85,1.000813101056E12,0,1
Healthcare,2012,2,-0.0019,0.0151,59.85,1.000813101056E12,0,1
Healthcare,2012,3,0.0053,0.0235,59.85,1.000813101056E12,1,1
Healthcare,2012,4,-6.0E-4,0.0193,59.85,1.000813101056E12,0,1
Healthcare,2012,5,0.001,0.015,59.85,1.000813101056E12,0,1
Healthcare,2012,6,-0.0018,0.0221,59.85,1.000813101056E12,0,1
Healthcare,2012,7,0.0013,0.0123,59.85,1.000813101056E12,0,1
Healthcare,2012,8,-2.0E-4,0.0099,59.85,1.000813101056E12,0,1
Healthcare,2012,9,0.0103,0.0121,59.85,1.000813101056E12,1,1
Healthcare,2012,10,-2.0E-4,0.0215,59.85,1.000813101056E12,1,1
Healthcare,2012,11,0.0045,0.0283,59.85,1.000813101056E12,4,1
Healthcare,2012,12,-0.0018,0.025,59.85,1.000813101056E12,0,1
Healthcare,2013,1,0.0015,0.0109,59.85,1.000813101056E12,0,1
Healthcare,2013,2,8.0E-4,0.0146,59.85,1.000813101056E12,0,1
Healthcare,2013,3,7.0E-4,0.0141,59.85,1.000813101056E12,1,1
Healthcare,2013,4,0.0,0.0155,59.85,1.000813101056E12,0,1
Healthcare,2013,5,0.0093,0.0256,59.85,1.000813101056E12,5,1
Healthcare,2013,6,5.0E-4,0.0368,59.85,1.000813101056E12,3,1
Healthcare,2013,7,-0.0023,0.0268,59.85,1.000813101056E12,0,1
Healthcare,2013,8,-0.004,0.0257,59.85,1.000813101056E12,3,1
Healthcare,2013,9,0.0029,0.0263,59.85,1.000813101056E12,1,1
Healthcare,2013,10,-0.0011,0.0195,59.85,1.000813101056E12,0,1
Healthcare,2013,11,-0.0037,0.0141,59.85,1.000813101056E12,0,1
Healthcare,2013,12,0.007,0.0137,59.85,1.000813101056E12,1,1
Healthcare,2014,1,-0.0017,0.0206,59.85,1.000813101056E12,0,1
Healthcare,2014,2,-5.0E-4,0.0109,59.85,1.000813101056E12,0,1
Healthcare,2014,3,-7.0E-4,0.0119,59.85,1.000813101056E12,0,1
Healthcare,2014,4,-6.0E-4,0.0109,59.85,1.000813101056E12,0,1
Healthcare,2014,5,9.0E-4,0.0165,59.85,1.000813101056E12,0,1
Healthcare,2014,6,0.0041,0.0176,59.85,1.000813101056E12,1,1
Healthcare,2014,7,7.0E-4,0.0202,59.85,1.000813101056E12,0,1
Healthcare,2014,8,0.0098,0.0249,59.85,1.000813101056E12,1,1
Healthcare,2014,9,-0.0027,0.0208,59.85,1.000813101056E12,0,1
Healthcare,2014,10,2.0E-4,0.024,59.85,1.000813101056E12,0,1
Healthcare,2014,11,0.0028,0.0202,59.85,1.000813101056E12,1,1
Healthcare,2014,12,-0.0017,0.0193,59.85,1.000813101056E12,0,1
Healthcare,2015,1,0.008,0.0157,59.85,1.000813101056E12,1,1
Healthcare,2015,2,-2.0E-4,0.0279,59.85,1.000813101056E12,1,1
Healthcare,2015,3,0.0033,0.0219,59.85,1.000813101056E12,1,1
Healthcare,2015,4,-0.0107,0.0244,59.85,1.000813101056E12,1,1
Healthcare,2015,5,0.0038,0.0298,59.85,1.000813101056E12,2,1
Healthcare,2015,6,0.004,0.0189,59.85,1.000813101056E12,1,1
Healthcare,2015,7,0.0012,0.0149,59.85,1.000813101056E12,0,1
Healthcare,2015,8,-0.0014,0.0185,59.85,1.000813101056E12,0,1
Healthcare,2015,9,0.0051,0.0252,59.85,1.000813101056E12,0,1
Healthcare,2015,10,-0.0049,0.0166,59.85,1.000813101056E12,0,1
Healthcare,2015,11,0.0013,0.0172,59.85,1.000813101056E12,0,1
Healthcare,2015,12,0.004,0.0155,59.85,1.000813101056E12,0,1
Healthcare,2016,1,0.0015,0.0169,59.85,1.000813101056E12,0,1
Healthcare,2016,2,2.0E-4,0.0243,59.85,1.000813101056E12,0,1
Healthcare,2016,3,-0.0049,0.0167,59.85,1.000813101056E12,0,1
Healthcare,2016,4,-0.0016,0.0127,59.85,1.000813101056E12,0,1
Healthcare,2016,5,0.0034,0.013,59.85,1.000813101056E12,0,1
Healthcare,2016,6,-0.0027,0.017,59.85,1.000813101056E12,0,1
Healthcare,2016,7,0.0017,0.0091,59.85,1.000813101056E12,0,1
Healthcare,2016,8,-5.0E-4,0.0119,59.85,1.000813101056E12,0,1
Healthcare,2016,9,-0.0016,0.013,59.85,1.000813101056E12,0,1
Healthcare,2016,10,0.0011,0.0147,59.85,1.000813101056E12,0,1
Healthcare,2016,11,-0.0046,0.0193,59.85,1.000813101056E12,1,1
Healthcare,2016,12,-0.001,0.0184,59.85,1.000813101056E12,0,1
Healthcare,2017,1,0.0022,0.0125,59.85,1.000813101056E12,0,1
Healthcare,2017,2,0.0038,0.0152,59.85,1.000813101056E12,0,1
Healthcare,2017,3,-0.006,0.0179,59.85,1.000813101056E12,1,1
Healthcare,2017,4,0.0033,0.0096,59.85,1.000813101056E12,0,1
Healthcare,2017,5,8.0E-4,0.0144,59.85,1.000813101056E12,0,1
Healthcare,2017,6,9.0E-4,0.0149,59.85,1.000813101056E12,0,1
Healthcare,2017,7,-2.0E-4,0.0098,59.85,1.000813101056E12,0,1
Healthcare,2017,8,-0.007,0.0159,59.85,1.000813101056E12,1,1
Healthcare,2017,9,-0.0037,0.016,59.85,1.000813101056E12,0,1
Healthcare,2017,10,0.0015,0.0177,59.85,1.000813101056E12,0,1
Healthcare,2017,11,0.0049,0.0132,59.85,1.000813101056E12,0,1
Healthcare,2017,12,0.0024,0.0166,59.85,1.000813101056E12,0,1
Healthcare,2018,1,8.0E-4,0.0162,59.85,1.000813101056E12,0,1
Healthcare,2018,2,-0.0012,0.0257,59.85,1.000813101056E12,2,1
Healthcare,2018,3,-0.0057,0.0189,59.85,1.000813101056E12,0,1
Healthcare,2018,4,0.0013,0.0192,59.85,1.000813101056E12,0,1
Healthcare,2018,5,-0.0069,0.0181,59.85,1.000813101056E12,0,1
Healthcare,2018,6,0.0064,0.0242,59.85,1.000813101056E12,1,1
Healthcare,2018,7,-0.0039,0.0215,59.85,1.000813101056E12,0,1
Healthcare,2018,8,0.0115,0.0292,59.85,1.000813101056E12,2,1
Healthcare,2018,9,-0.0051,0.0281,59.85,1.000813101056E12,0,1
Healthcare,2018,10,0.0048,0.02,59.85,1.000813101056E12,1,1
Healthcare,2018,11,0.0043,0.0247,59.85,1.000813101056E12,1,1
Healthcare,2018,12,2.0E-4,0.0232,59.85,1.000813101056E12,0,1
Healthcare,2019,1,0.0026,0.0154,59.85,1.000813101056E12,0,1
Healthcare,2019,2,-0.0075,0.0266,59.85,1.000813101056E12,1,1
Healthcare,2019,3,0.0057,0.0242,59.85,1.000813101056E12,1,1
Healthcare,2019,4,-0.0023,0.022,59.85,1.000813101056E12,0,1
Healthcare,2019,5,0.001,0.0161,59.85,1.000813101056E12,1,1
Healthcare,2019,6,0.0054,0.0273,59.85,1.000813101056E12,1,1
Healthcare,2019,7,-1.0E-4,0.0149,59.85,1.000813101056E12,0,1
Healthcare,2019,8,0.0056,0.0226,59.85,1.000813101056E12,1,1
Healthcare,2019,9,-0.0045,0.0181,59.85,1.000813101056E12,0,1
Healthcare,2019,10,0.0034,0.0159,59.85,1.000813101056E12,1,1
Healthcare,2019,11,-5.0E-4,0.0217,59.85,1.000813101056E12,0,1
Healthcare,2019,12,-3.0E-4,0.0184,59.85,1.000813101056E12,0,1
Healthcare,2020,1,0.0071,0.0173,59.85,1.000813101056E12,1,1
Healthcare,2020,2,0.0026,0.015,59.85,1.000813101056E12,0,1
Healthcare,2020,3,-0.0193,0.0362,59.85,1.000813101056E12,6,1
Healthcare,2020,4,0.0154,0.06,59.85,1.000813101056E12,4,1
Healthcare,2020,5,-5.0E-4,0.0311,59.85,1.000813101056E12,1,1
Healthcare,2020,6,-0.0017,0.019,59.85,1.000813101056E12,0,1
Healthcare,2020,7,0.0111,0.02,59.85,1.000813101056E12,1,1
Healthcare,2020,8,1.0E-4,0.0274,59.85,1.000813101056E12,2,1
Healthcare,2020,9,0.0106,0.0184,59.85,1.000813101056E12,2,1
Healthcare,2020,10,9.0E-4,0.0228,59.85,1.000813101056E12,0,1
Healthcare,2020,11,0.0076,0.0257,59.85,1.000813101056E12,2,1
Healthcare,2020,12,-8.0E-4,0.0227,59.85,1.000813101056E12,0,1
Healthcare,2021,1,0.0051,0.0164,59.85,1.000813101056E12,0,1
Healthcare,2021,2,0.0079,0.0286,59.85,1.000813101056E12,2,1
Healthcare,2021,3,-0.0028,0.0277,59.85,1.000813101056E12,1,1
Healthcare,2021,4,0.0057,0.0204,59.85,1.000813101056E12,0,1
Healthcare,2021,5,7.0E-4,0.0178,59.85,1.000813101056E12,0,1
Healthcare,2021,6,0.006,0.0174,59.85,1.000813101056E12,1,1
Healthcare,2021,7,0.0047,0.0189,59.85,1.000813101056E12,0,1
Healthcare,2021,8,0.0107,0.0261,59.85,1.000813101056E12,2,1
Healthcare,2021,9,-0.0056,0.0272,59.85,1.000813101056E12,1,1
Healthcare,2021,10,-0.0013,0.0214,59.85,1.000813101056E12,0,1
Healthcare,2021,11,0.0133,0.0284,59.85,1.000813101056E12,3,1
Healthcare,2021,12,-0.0045,0.0302,59.85,1.000813101056E12,1,1
Healthcare,2022,1,-0.0047,0.0204,59.85,1.000813101056E12,1,1
Healthcare,2022,2,0.0037,0.0274,59.85,1.000813101056E12,1,1
Healthcare,2022,3,-0.0028,0.025,59.85,1.000813101056E12,0,1
Healthcare,2022,4,-4.0E-4,0.0179,59.85,1.000813101056E12,1,1
Healthcare,2022,5,-0.0063,0.0266,59.85,1.000813101056E12,2,1
Healthcare,2022,6,-0.0011,0.0241,59.85,1.000813101056E12,1,1
Healthcare,2022,7,0.0066,0.0132,59.85,1.000813101056E12,0,1
Healthcare,2022,8,2.0E-4,0.0147,59.85,1.000813101056E12,0,1
Healthcare,2022,9,0.0014,0.0188,59.85,1.000813101056E12,1,1
Healthcare,2022,10,0.0015,0.0173,59.85,1.000813101056E12,0,1
Healthcare,2022,11,0.0029,0.0167,59.85,1.000813101056E12,0,1
Healthcare,2022,12,-0.003,0.0164,59.85,1.000813101056E12,0,1
Healthcare,2023,1,-0.0022,0.0114,59.85,1.000813101056E12,0,1
Healthcare,2023,2,0.002,0.0138,59.85,1.000813101056E12,1,1
Healthcare,2023,3,-0.0011,0.0128,59.85,1.000813101056E12,0,1
Healthcare,2023,4,0.0028,0.0091,59.85,1.000813101056E12,0,1
Healthcare,2023,5,0.0029,0.0099,59.85,1.000813101056E12,0,1
Healthcare,2023,6,0.003,0.0166,59.85,1.000813101056E12,0,1
Healthcare,2023,7,-5.0E-4,0.0149,59.85,1.000813101056E12,0,1
Healthcare,2023,8,-0.0016,0.0136,59.85,1.000813101056E12,0,1
Healthcare,2023,9,0.0032,0.0132,59.85,1.000813101056E12,0,1
Healthcare,2023,10,-0.0032,0.0118,59.85,1.000813101056E12,0,1
Healthcare,2023,11,0.0078,0.0174,59.85,1.000813101056E12,1,1
Healthcare,2023,12,0.0015,0.0136,59.85,1.000813101056E12,0,1
Healthcare,2024,1,0.0043,0.0115,59.85,1.000813101056E12,0,1
Healthcare,2024,2,-0.0013,0.0138,59.85,1.000813101056E12,0,1
Healthcare,2024,3,0.0034,0.0182,59.85,1.000813101056E12,0,1
Healthcare,2024,4,-0.0041,0.0165,59.85,1.000813101056E12,0,1
Healthcare,2024,5,-8.0E-4,0.0163,59.85,1.000813101056E12,0,1
Healthcare,2024,6,0.0026,0.0099,59.85,1.000813101056E12,0,1
Healthcare,2024,7,0.0041,0.0107,59.85,1.000813101056E12,0,1
Healthcare,2024,8,0.0018,0.0137,59.85,1.000813101056E12,0,1
Healthcare,2024,9,0.0015,0.0096,59.85,1.000813101056E12,0,1
Healthcare,2024,10,-7.0E-4,0.0123,59.85,1.000813101056E12,0,1
Healthcare,2024,11,-0.0014,0.0177,59.85,1.000813101056E12,1,1
Healthcare,2024,12,0.0035,0.0154,59.85,1.000813101056E12,0,1
Healthcare,2025,1,-0.0031,0.0133,59.85,1.000813101056E12,0,1
Healthcare,2025,2,-0.0062,0.0163,59.85,1.000813101056E12,1,1
Healthcare,2025,3,0.0047,0.0148,59.85,1.000813101056E12,0,1
Healthcare,2025,4,0.0029,0.0129,59.85,1.000813101056E12,0,1
Healthcare,2025,5,-6.0E-4,0.013,59.85,1.000813101056E12,0,1
Healthcare,2025,6,0.004,0.0104,59.85,1.000813101056E12,0,1
Healthcare,2025,7,-8.0E-4,0.0137,59.85,1.000813101056E12,0,1
Healthcare,2025,8,0.0025,0.0174,59.85,1.000813101056E12,1,1
Healthcare,2025,9,-0.0014,0.013,59.85,1.000813101056E12,0,1
Healthcare,2025,10,0.0016,0.0093,59.85,1.000813101056E12,0,1
Healthcare,2025,11,-0.0026,0.0095,59.85,1.000813101056E12,0,1
Healthcare,2025,12,-0.0011,0.0077,59.85,1.000813101056E12,0,1
Healthcare,2026,1,-0.001,0.0129,59.85,1.000813101056E12,0,1
IT,1998,12,0.0,0.0,20.95,4.560335798272E12,0,2
IT,1999,1,0.0262,0.0043,20.95,4.560335798272E12,17,2
IT,1999,2,0.0118,0.0432,20.95,4.560335798272E12,7,2
IT,1999,3,-1.0E-4,0.0466,20.95,4.560335798272E12,9,2
IT,1999,4,-0.0029,0.0389,20.95,4.560335798272E12,9,2
IT,1999,5,0.0071,0.0397,20.95,4.560335798272E12,7,2
IT,1999,6,0.0035,0.0193,20.95,4.560335798272E12,3,2
IT,1999,7,0.0126,0.0271,20.95,4.560335798272E12,9,2
IT,1999,8,0.0039,0.0325,20.95,4.560335798272E12,3,2
IT,1999,9,0.0824,0.1364,20.95,4.560335798272E12,12,2
IT,1999,10,-0.0067,0.3506,20.95,4.560335798272E12,9,2
IT,1999,11,0.0143,0.0388,20.95,4.560335798272E12,8,2
IT,1999,12,0.0256,0.0331,20.95,4.560335798272E12,15,2
IT,2000,1,0.0133,0.0531,20.95,4.560335798272E12,22,2
IT,2000,2,0.021,0.0505,20.95,4.560335798272E12,28,2
IT,2000,3,-0.0048,0.062,20.95,4.560335798272E12,26,2
IT,2000,4,-0.0125,0.064,20.95,4.560335798272E12,23,2
IT,2000,5,-0.0153,0.0617,20.95,4.560335798272E12,18,2
IT,2000,6,0.0172,0.0514,20.95,4.560335798272E12,13,2
IT,2000,7,-0.0086,0.0331,20.95,4.560335798272E12,5,2
IT,2000,8,0.0121,0.0429,20.95,4.560335798272E12,10,2
IT,2000,9,-0.0073,0.0356,20.95,4.560335798272E12,8,2
IT,2000,10,-0.0014,0.0426,20.95,4.560335798272E12,8,2
IT,2000,11,0.0039,0.0334,20.95,4.560335798272E12,4,2
IT,2000,12,-0.01,0.0279,20.95,4.560335798272E12,8,2
IT,2001,1,0.0081,0.0404,20.95,4.560335798272E12,8,2
IT,2001,2,-0.007,0.0268,20.95,4.560335798272E12,6,2
IT,2001,3,-0.0192,0.0631,20.95,4.560335798272E12,19,2
IT,2001,4,0.0022,0.066,20.95,4.560335798272E12,20,2
IT,2001,5,0.0044,0.0574,20.95,4.560335798272E12,7,2
IT,2001,6,-0.0035,0.0349,20.95,4.560335798272E12,7,2
IT,2001,7,0.0015,0.0431,20.95,4.560335798272E12,7,2
IT,2001,8,-4.0E-4,0.0257,20.95,4.560335798272E12,2,2
IT,2001,9,-0.0167,0.0423,20.95,4.560335798272E12,15,2
IT,2001,10,0.0069,0.0572,20.95,4.560335798272E12,10,2
IT,2001,11,0.0146,0.0383,20.95,4.560335798272E12,7,2
IT,2001,12,0.0039,0.042,20.95,4.560335798272E12,7,2
IT,2002,1,-2.0E-4,0.0422,20.95,4.560335798272E12,11,2
IT,2002,2,-6.0E-4,0.0323,20.95,4.560335798272E12,5,2
IT,2002,3,7.0E-4,0.0261,20.95,4.560335798272E12,2,2
IT,2002,4,-9.0E-4,0.0263,20.95,4.560335798272E12,3,2
IT,2002,5,-0.002,0.0214,20.95,4.560335798272E12,0,2
IT,2002,6,-8.0E-4,0.0218,20.95,4.560335798272E12,1,2
IT,2002,7,-0.0075,0.0217,20.95,4.560335798272E12,2,2
IT,2002,8,0.0067,0.0135,22.99,5.970664019285E12,8,4
IT,2002,9,-0.0014,0.0286,23.4,6.252729663488E12,5,4
IT,2002,10,-7.0E-4,0.0245,23.4,6.252729663488E12,3,4
IT,2002,11,0.0088,0.0221,23.4,6.252729663488E12,1,4
IT,2002,12,0.0048,0.0282,23.4,6.252729663488E12,7,4
IT,2003,1,-0.0071,0.0234,23.4,6.252729663488E12,6,4
IT,2003,2,0.0017,0.0256,23.4,6.252729663488E12,6,4
IT,2003,3,-0.0064,0.0234,23.39,6.194685831662E12,6,4
IT,2003,4,-0.0062,0.0412,23.4,6.252729663488E12,16,4
IT,2003,5,-0.0039,0.0333,23.4,6.252729663488E12,6,4
IT,2003,6,0.0067,0.0205,23.4,6.252729663488E12,5,4
IT,2003,7,0.0034,0.0232,23.4,6.252729663488E12,6,4
IT,2003,8,0.0034,0.0196,23.4,6.252729663488E12,3,4
IT,2003,9,0.0032,0.0285,23.4,6.252729663488E12,12,4
IT,2003,10,0.0044,0.0274,23.4,6.252729663488E12,8,4
